"Sex","Race","State","Ethnicity","Age Group","First Year","Last Year","Cause of Death","Deaths","Population","Crude Rate","Age-Adjusted Rate"
"Both Sexes","All Races","Alabama","Both","All Ages","2015","2015","Firearm","958","4850858","19.75","19.6163625722491"
"Both Sexes","All Races","Alaska","Both","All Ages","2015","2015","Firearm","177","737979","23.98","23.4597235658419"
"Both Sexes","All Races","Arizona","Both","All Ages","2015","2015","Firearm","970","6802262","14.26","13.8293224803119"
"Both Sexes","All Races","Arkansas","Both","All Ages","2015","2015","Firearm","520","2975626","17.48","16.90958901861"
"Both Sexes","All Races","California","Both","All Ages","2015","2015","Firearm","3095","39032444","7.93","7.6786397858583"
"Both Sexes","All Races","Colorado","Both","All Ages","2015","2015","Firearm","701","5440445","12.88","12.5760362646471"
"Both Sexes","All Races","Connecticut","Both","All Ages","2015","2015","Firearm","189","3593862","5.26","5.29480135135417"
"Both Sexes","All Races","Delaware","Both","All Ages","2015","2015","Firearm","112","944107","11.86","12.0380671765291"
"Both Sexes","All Races","District of Columbia","Both","All Ages","2015","2015","Firearm","120","672736","17.84","14.8119654188742"
"Both Sexes","All Races","Florida","Both","All Ages","2015","2015","Firearm","2559","20268567","12.63","11.928459625899"
"Both Sexes","All Races","Georgia","Both","All Ages","2015","2015","Firearm","1448","10199533","14.2","14.0929852030072"
"Both Sexes","All Races","Hawaii","Both","All Ages","2015","2015","Firearm","55","1426320","3.86","3.57087721529941"
"Both Sexes","All Races","Idaho","Both","All Ages","2015","2015","Firearm","247","1649324","14.98","14.88020245833"
"Both Sexes","All Races","Illinois","Both","All Ages","2015","2015","Firearm","1220","12862051","9.49","9.39057619827793"
"Both Sexes","All Races","Indiana","Both","All Ages","2015","2015","Firearm","846","6610596","12.8","12.7189620650415"
"Both Sexes","All Races","Iowa","Both","All Ages","2015","2015","Firearm","247","3118473","7.92","7.71570097555914"
"Both Sexes","All Races","Kansas","Both","All Ages","2015","2015","Firearm","330","2905789","11.36","11.3507895738057"
"Both Sexes","All Races","Kentucky","Both","All Ages","2015","2015","Firearm","694","4422057","15.69","15.1266817638847"
"Both Sexes","All Races","Louisiana","Both","All Ages","2015","2015","Firearm","952","4671211","20.38","20.3468898544742"
"Both Sexes","All Races","Maine","Both","All Ages","2015","2015","Firearm","144","1327787","10.85","9.92178363478994"
"Both Sexes","All Races","Maryland","Both","All Ages","2015","2015","Firearm","708","6000561","11.8","11.8629197510413"
"Both Sexes","All Races","Massachusetts","Both","All Ages","2015","2015","Firearm","213","6794002","3.14","2.99320096593604"
"Both Sexes","All Races","Michigan","Both","All Ages","2015","2015","Firearm","1164","9918170","11.74","11.6776530899389"
"Both Sexes","All Races","Minnesota","Both","All Ages","2015","2015","Firearm","410","5483238","7.48","7.44832885715256"
"Both Sexes","All Races","Mississippi","Both","All Ages","2015","2015","Firearm","589","2985297","19.73","19.5238655679476"
"Both Sexes","All Races","Missouri","Both","All Ages","2015","2015","Firearm","1094","6072640","18.02","17.9487593856033"
"Both Sexes","All Races","Montana","Both","All Ages","2015","2015","Firearm","205","1028317","19.94","19.4295524462025"
"Both Sexes","All Races","Nebraska","Both","All Ages","2015","2015","Firearm","169","1893564","8.92","8.8361915175051"
