"Sex","Race","State","Ethnicity","Age Group","First Year","Last Year","Cause of Death","Deaths","Population","Crude Rate","Age-Adjusted Rate"
"Both Sexes","All Races","Alabama","Both","All Ages","2016","2016","Firearm","1046","4860545","21.52","21.4120942522177"
"Both Sexes","All Races","Alaska","Both","All Ages","2016","2016","Firearm","177","741522","23.87","23.0185353184221"
"Both Sexes","All Races","Arizona","Both","All Ages","2016","2016","Firearm","1094","6908642","15.84","15.2631821995799"
"Both Sexes","All Races","Arkansas","Both","All Ages","2016","2016","Firearm","541","2988231","18.1","17.720017167754"
"Both Sexes","All Races","California","Both","All Ages","2016","2016","Firearm","3184","39296476","8.1","7.84665958511835"
"Both Sexes","All Races","Colorado","Both","All Ages","2016","2016","Firearm","812","5530105","14.68","14.3335862287975"
"Both Sexes","All Races","Connecticut","Both","All Ages","2016","2016","Firearm","172","3587685","4.79","4.55524593622925"
"Both Sexes","All Races","Delaware","Both","All Ages","2016","2016","Firearm","111","952698","11.65","10.9215304045506"
"Both Sexes","All Races","District of Columbia","Both","All Ages","2016","2016","Firearm","107","684336","15.64","13.3028341130696"
"Both Sexes","All Races","Florida","Both","All Ages","2016","2016","Firearm","2704","20656589","13.09","12.5494030295644"
"Both Sexes","All Races","Georgia","Both","All Ages","2016","2016","Firearm","1571","10313620","15.23","14.9260250597023"
"Both Sexes","All Races","Hawaii","Both","All Ages","2016","2016","Firearm","66","1428683","4.62","4.49828529073673"
"Both Sexes","All Races","Idaho","Both","All Ages","2016","2016","Firearm","242","1680026","14.4","14.595653951144"
"Both Sexes","All Races","Illinois","Both","All Ages","2016","2016","Firearm","1490","12835726","11.61","11.5792137379"
"Both Sexes","All Races","Indiana","Both","All Ages","2016","2016","Firearm","997","6634007","15.03","14.9002353151655"
"Both Sexes","All Races","Iowa","Both","All Ages","2016","2016","Firearm","288","3130869","9.2","9.24323147908434"
"Both Sexes","All Races","Kansas","Both","All Ages","2016","2016","Firearm","383","2907731","13.17","13.3272401246036"
"Both Sexes","All Races","Kentucky","Both","All Ages","2016","2016","Firearm","772","4436113","17.4","17.4721386865882"
"Both Sexes","All Races","Louisiana","Both","All Ages","2016","2016","Firearm","987","4686157","21.06","21.1556269938634"
"Both Sexes","All Races","Maine","Both","All Ages","2016","2016","Firearm","123","1330232","9.25","8.23673663251318"
"Both Sexes","All Races","Maryland","Both","All Ages","2016","2016","Firearm","707","6024752","11.73","11.8339249367575"
"Both Sexes","All Races","Massachusetts","Both","All Ages","2016","2016","Firearm","242","6823721","3.55","3.41423335455349"
"Both Sexes","All Races","Michigan","Both","All Ages","2016","2016","Firearm","1230","9933445","12.38","12.2214557927418"
"Both Sexes","All Races","Minnesota","Both","All Ages","2016","2016","Firearm","432","5525050","7.82","7.62079943877592"
"Both Sexes","All Races","Mississippi","Both","All Ages","2016","2016","Firearm","587","2985415","19.66","19.8673104318344"
"Both Sexes","All Races","Missouri","Both","All Ages","2016","2016","Firearm","1144","6091176","18.78","18.8293669347025"
"Both Sexes","All Races","Montana","Both","All Ages","2016","2016","Firearm","194","1038656","18.68","19.0617193927805"
"Both Sexes","All Races","Nebraska","Both","All Ages","2016","2016","Firearm","171","1907603","8.96","9.10651453989128"
"Both Sexes","All Races","Nevada","Both","All Ages","2016","2016","Firearm","498","2939254","16.94","16.7592776165181"
"Both Sexes","All Races","New Hampshire","Both","All Ages","2016","2016","Firearm","132","1335015","9.89","9.2785432781408"
"Both Sexes","All Races","New Jersey","Both","All Ages","2016","2016","Firearm","485","8978416","5.4","5.46934514209109"
"Both Sexes","All Races","New Mexico","Both","All Ages","2016","2016","Firearm","383","2085432","18.37","18.1099272866793"
"Both Sexes","All Races","New York","Both","All Ages","2016","2016","Firearm","900","19836286","4.54","4.38539679697404"
"Both Sexes","All Races","North Carolina","Both","All Ages","2016","2016","Firearm","1409","10156689","13.87","13.5972852100118"
"Both Sexes","All Races","North Dakota","Both","All Ages","2016","2016","Firearm","90","755548","11.91","11.9089729411597"
