"Sex","Race","State","Ethnicity","Age Group","First Year","Last Year","Cause of Death","Deaths","Population","Crude Rate","Age-Adjusted Rate"
"Both Sexes","All Races","Alabama","Both","All Ages","2001","2001","Firearm","737","4467634","16.5","16.4114452241703"
"Both Sexes","All Races","Alaska","Both","All Ages","2001","2001","Firearm","95","633714","14.99","14.830577609312"
"Both Sexes","All Races","Arizona","Both","All Ages","2001","2001","Firearm","842","5273477","15.97","15.9180212196054"
"Both Sexes","All Races","Arkansas","Both","All Ages","2001","2001","Firearm","412","2691571","15.31","15.2661368259984"
"Both Sexes","All Races","California","Both","All Ages","2001","2001","Firearm","3200","34479458","9.28","9.31470425116544"
"Both Sexes","All Races","Colorado","Both","All Ages","2001","2001","Firearm","510","4425687","11.52","11.6808432601748"
"Both Sexes","All Races","Connecticut","Both","All Ages","2001","2001","Firearm","191","3432835","5.56","5.63078021133379"
"Both Sexes","All Races","Delaware","Both","All Ages","2001","2001","Firearm","76","795699","9.55","9.47119587487286"
"Both Sexes","All Races","District of Columbia","Both","All Ages","2001","2001","Firearm","169","574504","29.42","25.4614321406235"
"Both Sexes","All Races","Florida","Both","All Ages","2001","2001","Firearm","1816","16356966","11.1","10.6775938577231"
"Both Sexes","All Races","Georgia","Both","All Ages","2001","2001","Firearm","1124","8377038","13.42","13.439471656642"
"Both Sexes","All Races","Hawaii","Both","All Ages","2001","2001","Firearm","47","1225948","3.83","3.7374732885897"
"Both Sexes","All Races","Idaho","Both","All Ages","2001","2001","Firearm","175","1319962","13.26","13.4989997365916"
"Both Sexes","All Races","Illinois","Both","All Ages","2001","2001","Firearm","1289","12488445","10.32","10.2058193938128"
"Both Sexes","All Races","Indiana","Both","All Ages","2001","2001","Firearm","729","6127760","11.9","11.8201409822473"
"Both Sexes","All Races","Iowa","Both","All Ages","2001","2001","Firearm","191","2931997","6.51","6.3727794802071"
"Both Sexes","All Races","Kansas","Both","All Ages","2001","2001","Firearm","267","2702162","9.88","9.92800484003627"
"Both Sexes","All Races","Kentucky","Both","All Ages","2001","2001","Firearm","524","4068132","12.88","12.6890190225902"
"Both Sexes","All Races","Louisiana","Both","All Ages","2001","2001","Firearm","781","4477875","17.44","17.4580111875013"
"Both Sexes","All Races","Maine","Both","All Ages","2001","2001","Firearm","98","1285692","7.62","7.28813942176949"
"Both Sexes","All Races","Maryland","Both","All Ages","2001","2001","Firearm","607","5374691","11.29","11.4649269751471"
"Both Sexes","All Races","Massachusetts","Both","All Ages","2001","2001","Firearm","194","6397634","3.03","2.99639755642232"
"Both Sexes","All Races","Michigan","Both","All Ages","2001","2001","Firearm","1077","9991120","10.78","10.8305944432903"
"Both Sexes","All Races","Minnesota","Both","All Ages","2001","2001","Firearm","324","4982796","6.5","6.49051161304401"
