"Sex","Race","State","Ethnicity","Age Group","First Year","Last Year","Cause of Death","Deaths","Population","Crude Rate","Age-Adjusted Rate"
"Both Sexes","All Races","Alabama","Both","All Ages","2009","2009","Firearm","830","4757938","17.44","17.1849912449275"
"Both Sexes","All Races","Alaska","Both","All Ages","2009","2009","Firearm","104","698895","14.88","14.6818741888234"
"Both Sexes","All Races","Arizona","Both","All Ages","2009","2009","Firearm","856","6343154","13.49","13.4879332898276"
"Both Sexes","All Races","Arkansas","Both","All Ages","2009","2009","Firearm","465","2896843","16.05","16.0298030385153"
"Both Sexes","All Races","California","Both","All Ages","2009","2009","Firearm","3094","36961229","8.37","8.16958068355062"
"Both Sexes","All Races","Colorado","Both","All Ages","2009","2009","Firearm","583","4972195","11.73","11.5799288143785"
"Both Sexes","All Races","Connecticut","Both","All Ages","2009","2009","Firearm","173","3561807","4.86","4.89848259143333"
"Both Sexes","All Races","Delaware","Both","All Ages","2009","2009","Firearm","76","891730","8.52","8.75595163434283"
"Both Sexes","All Races","District of Columbia","Both","All Ages","2009","2009","Firearm","111","592228","18.74","15.9622198778358"
"Both Sexes","All Races","Florida","Both","All Ages","2009","2009","Firearm","2324","18652644","12.46","11.9766690886085"
"Both Sexes","All Races","Georgia","Both","All Ages","2009","2009","Firearm","1247","9620846","12.96","13.056153691697"
"Both Sexes","All Races","Hawaii","Both","All Ages","2009","2009","Firearm","47","1346717","3.49","3.34320965497704"
"Both Sexes","All Races","Idaho","Both","All Ages","2009","2009","Firearm","196","1554439","12.61","12.8477183364417"
"Both Sexes","All Races","Illinois","Both","All Ages","2009","2009","Firearm","1058","12796778","8.27","8.1676175069794"
"Both Sexes","All Races","Indiana","Both","All Ages","2009","2009","Firearm","735","6459325","11.38","11.3281449899544"
"Both Sexes","All Races","Iowa","Both","All Ages","2009","2009","Firearm","193","3032870","6.36","6.23475734950882"
"Both Sexes","All Races","Kansas","Both","All Ages","2009","2009","Firearm","303","2832704","10.7","10.7594613280802"
"Both Sexes","All Races","Kentucky","Both","All Ages","2009","2009","Firearm","560","4317074","12.97","12.7782454687024"
"Both Sexes","All Races","Louisiana","Both","All Ages","2009","2009","Firearm","810","4491648","18.03","18.0277505162857"
"Both Sexes","All Races","Maine","Both","All Ages","2009","2009","Firearm","122","1329590","9.18","8.58415710759816"
"Both Sexes","All Races","Maryland","Both","All Ages","2009","2009","Firearm","586","5730388","10.23","10.1854047455898"
"Both Sexes","All Races","Massachusetts","Both","All Ages","2009","2009","Firearm","207","6517613","3.18","3.10182256308931"
"Both Sexes","All Races","Michigan","Both","All Ages","2009","2009","Firearm","1095","9901591","11.06","11.0747940597676"
"Both Sexes","All Races","Minnesota","Both","All Ages","2009","2009","Firearm","336","5281203","6.36","6.16813880219979"
"Both Sexes","All Races","Mississippi","Both","All Ages","2009","2009","Firearm","487","2958774","16.46","16.6538546875529"
"Both Sexes","All Races","Missouri","Both","All Ages","2009","2009","Firearm","822","5961088","13.79","13.7063561523575"
"Both Sexes","All Races","Montana","Both","All Ages","2009","2009","Firearm","166","983982","16.87","16.0423439326519"
"Both Sexes","All Races","Nebraska","Both","All Ages","2009","2009","Firearm","132","1812683","7.28","7.25955240844461"
"Both Sexes","All Races","Nevada","Both","All Ages","2009","2009","Firearm","406","2684665","15.12","15.108996314039"
"Both Sexes","All Races","New Hampshire","Both","All Ages","2009","2009","Firearm","89","1316102","6.76","6.33775767835347"
"Both Sexes","All Races","New Jersey","Both","All Ages","2009","2009","Firearm","411","8755602","4.69","4.69920104021611"
"Both Sexes","All Races","New Mexico","Both","All Ages","2009","2009","Firearm","299","2036802","14.68","14.482095709889"
"Both Sexes","All Races","New York","Both","All Ages","2009","2009","Firearm","958","19307066","4.96","4.78736253276789"
"Both Sexes","All Races","North Carolina","Both","All Ages","2009","2009","Firearm","1112","9449566","11.77","11.5937850260844"
"Both Sexes","All Races","North Dakota","Both","All Ages","2009","2009","Firearm","59","664968","8.87","8.9230202227475"
"Both Sexes","All Races","Ohio","Both","All Ages","2009","2009","Firearm","991","11528896","8.6","8.49620247794376"
"Both Sexes","All Races","Oklahoma","Both","All Ages","2009","2009","Firearm","533","3717572","14.34","14.3272556368148"
"Both Sexes","All Races","Oregon","Both","All Ages","2009","2009","Firearm","417","3808600","10.95","10.3132059251653"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","2009","2009","Firearm","1349","12666858","10.65","10.4102329393528"
"Both Sexes","All Races","Rhode Island","Both","All Ages","2009","2009","Firearm","56","1053646","5.31","5.02119452060856"
"Both Sexes","All Races","South Carolina","Both","All Ages","2009","2009","Firearm","634","4589872","13.81","13.5197776842495"
"Both Sexes","All Races","South Dakota","Both","All Ages","2009","2009","Firearm","75","807067","9.29","9.30757430852734"
"Both Sexes","All Races","Tennessee","Both","All Ages","2009","2009","Firearm","966","6306019","15.32","15.0611254068195"
"Both Sexes","All Races","Texas","Both","All Ages","2009","2009","Firearm","2691","24801761","10.85","10.9760316799464"
