"Sex","Race","State","Ethnicity","Age Group","First Year","Last Year","Cause of Death","Deaths","Population","Crude Rate","Age-Adjusted Rate"
"Both Sexes","All Races","Alabama","Both","All Ages","2010","2010","Firearm","782","4780135","16.36","16.1774535690163"
"Both Sexes","All Races","Alaska","Both","All Ages","2010","2010","Firearm","144","710249","20.27","20.5081471526873"
"Both Sexes","All Races","Arizona","Both","All Ages","2010","2010","Firearm","931","6392309","14.56","14.5300438920617"
"Both Sexes","All Races","Arkansas","Both","All Ages","2010","2010","Firearm","419","2916031","14.37","14.3893263751418"
"Both Sexes","All Races","California","Both","All Ages","2010","2010","Firearm","2935","37254518","7.88","7.7018155839122"
"Both Sexes","All Races","Colorado","Both","All Ages","2010","2010","Firearm","555","5029325","11.04","10.7228638904814"
"Both Sexes","All Races","Connecticut","Both","All Ages","2010","2010","Firearm","209","3574114","5.85","5.84956600215971"
"Both Sexes","All Races","Delaware","Both","All Ages","2010","2010","Firearm","88","897936","9.8","9.87588897541409"
"Both Sexes","All Races","District of Columbia","Both","All Ages","2010","2010","Firearm","99","601766","16.45","14.6144715710806"
"Both Sexes","All Races","Florida","Both","All Ages","2010","2010","Firearm","2268","18804594","12.06","11.4387923517888"
"Both Sexes","All Races","Georgia","Both","All Ages","2010","2010","Firearm","1223","9688690","12.62","12.6140763129467"
"Both Sexes","All Races","Hawaii","Both","All Ages","2010","2010","Firearm","45","1360301","3.31","3.20982438797491"
"Both Sexes","All Races","Idaho","Both","All Ages","2010","2010","Firearm","198","1567650","12.63","12.7287109880754"
"Both Sexes","All Races","Illinois","Both","All Ages","2010","2010","Firearm","1064","12831565","8.29","8.19010596426799"
"Both Sexes","All Races","Indiana","Both","All Ages","2010","2010","Firearm","709","6484125","10.93","10.8227949531856"
"Both Sexes","All Races","Iowa","Both","All Ages","2010","2010","Firearm","213","3046869","6.99","6.79367168371468"
"Both Sexes","All Races","Kansas","Both","All Ages","2010","2010","Firearm","300","2853130","10.51","10.438570744903"
"Both Sexes","All Races","Kentucky","Both","All Ages","2010","2010","Firearm","555","4339340","12.79","12.4762350986832"
"Both Sexes","All Races","Louisiana","Both","All Ages","2010","2010","Firearm","864","4533478","19.06","19.1137478179892"
"Both Sexes","All Races","Maine","Both","All Ages","2010","2010","Firearm","113","1328362","8.51","7.85863710900794"
"Both Sexes","All Races","Maryland","Both","All Ages","2010","2010","Firearm","538","5773807","9.32","9.25936414214057"
"Both Sexes","All Races","Massachusetts","Both","All Ages","2010","2010","Firearm","270","6547808","4.12","4.03442536112219"
"Both Sexes","All Races","Michigan","Both","All Ages","2010","2010","Firearm","1076","9884129","10.89","10.9755279164853"
"Both Sexes","All Races","Minnesota","Both","All Ages","2010","2010","Firearm","365","5303924","6.88","6.75761514006316"
"Both Sexes","All Races","Mississippi","Both","All Ages","2010","2010","Firearm","475","2968103","16","16.0465608739909"
"Both Sexes","All Races","Missouri","Both","All Ages","2010","2010","Firearm","846","5988925","14.13","13.9292312980557"
"Both Sexes","All Races","Montana","Both","All Ages","2010","2010","Firearm","164","989414","16.58","15.5644616715455"
"Both Sexes","All Races","Nebraska","Both","All Ages","2010","2010","Firearm","152","1826327","8.32","8.15572665260265"
"Both Sexes","All Races","Nevada","Both","All Ages","2010","2010","Firearm","395","2700691","14.63","14.4882894618051"
"Both Sexes","All Races","New Hampshire","Both","All Ages","2010","2010","Firearm","118","1316460","8.96","8.21990048835263"
"Both Sexes","All Races","New Jersey","Both","All Ages","2010","2010","Firearm","456","8791953","5.19","5.19851559045802"
"Both Sexes","All Races","New Mexico","Both","All Ages","2010","2010","Firearm","301","2059207","14.62","14.8427447207954"
"Both Sexes","All Races","New York","Both","All Ages","2010","2010","Firearm","1011","19378110","5.22","5.07069264093425"
"Both Sexes","All Races","North Carolina","Both","All Ages","2010","2010","Firearm","1123","9535721","11.78","11.5734043954848"
"Both Sexes","All Races","North Dakota","Both","All Ages","2010","2010","Firearm","65","672585","9.66","9.56122101229604"
"Both Sexes","All Races","Ohio","Both","All Ages","2010","2010","Firearm","1148","11536730","9.95","9.94587116429843"
"Both Sexes","All Races","Oklahoma","Both","All Ages","2010","2010","Firearm","538","3751598","14.34","14.3069277739588"
"Both Sexes","All Races","Oregon","Both","All Ages","2010","2010","Firearm","458","3831072","11.95","11.3255666611845"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","2010","2010","Firearm","1307","12702857","10.29","10.1127752238911"
"Both Sexes","All Races","Rhode Island","Both","All Ages","2010","2010","Firearm","49","1052945","4.65","4.60087075310179"
