"Sex","Race","State","Ethnicity","Age Group","First Year","Last Year","Cause of Death","Deaths","Population","Crude Rate","Age-Adjusted Rate"
"Both Sexes","All Races","Alabama","Both","All Ages","2004","2004","Firearm","679","4530729","14.99","14.7858466772707"
"Both Sexes","All Races","Alaska","Both","All Ages","2004","2004","Firearm","117","659286","17.75","17.5101710580518"
"Both Sexes","All Races","Arizona","Both","All Ages","2004","2004","Firearm","897","5652404","15.87","15.843401970529"
"Both Sexes","All Races","Arkansas","Both","All Ages","2004","2004","Firearm","406","2749686","14.77","14.651047101955"
"Both Sexes","All Races","California","Both","All Ages","2004","2004","Firearm","3316","35574576","9.32","9.24402418710804"
"Both Sexes","All Races","Colorado","Both","All Ages","2004","2004","Firearm","553","4575013","12.09","11.9614660306543"
"Both Sexes","All Races","Connecticut","Both","All Ages","2004","2004","Firearm","173","3496094","4.95","5.00420649551138"
"Both Sexes","All Races","Delaware","Both","All Ages","2004","2004","Firearm","75","830803","9.03","8.77532081531568"
"Both Sexes","All Races","District of Columbia","Both","All Ages","2004","2004","Firearm","143","567754","25.19","22.6371726115064"
"Both Sexes","All Races","Florida","Both","All Ages","2004","2004","Firearm","1890","17415318","10.85","10.4624738401685"
"Both Sexes","All Races","Georgia","Both","All Ages","2004","2004","Firearm","1062","8769252","12.11","12.157735293576"
"Both Sexes","All Races","Hawaii","Both","All Ages","2004","2004","Firearm","41","1273569","3.22","3.09856038437919"
"Both Sexes","All Races","Idaho","Both","All Ages","2004","2004","Firearm","177","1391802","12.72","13.0389060765784"
"Both Sexes","All Races","Illinois","Both","All Ages","2004","2004","Firearm","994","12589773","7.9","7.79629486827029"
"Both Sexes","All Races","Indiana","Both","All Ages","2004","2004","Firearm","639","6233007","10.25","10.223753019101"
"Both Sexes","All Races","Iowa","Both","All Ages","2004","2004","Firearm","195","2953635","6.6","6.4461629742348"
"Both Sexes","All Races","Kansas","Both","All Ages","2004","2004","Firearm","294","2734373","10.75","10.7274881805242"
"Both Sexes","All Races","Kentucky","Both","All Ages","2004","2004","Firearm","551","4146101","13.29","13.0447967194524"
"Both Sexes","All Races","Louisiana","Both","All Ages","2004","2004","Firearm","902","4552238","19.81","19.5226081826894"
"Both Sexes","All Races","Maine","Both","All Ages","2004","2004","Firearm","108","1313688","8.22","7.89744899076115"
"Both Sexes","All Races","Maryland","Both","All Ages","2004","2004","Firearm","656","5546935","11.83","11.9277157828562"
"Both Sexes","All Races","Massachusetts","Both","All Ages","2004","2004","Firearm","206","6412281","3.21","3.16462941709004"
"Both Sexes","All Races","Michigan","Both","All Ages","2004","2004","Firearm","1048","10055315","10.42","10.5165614838593"
"Both Sexes","All Races","Minnesota","Both","All Ages","2004","2004","Firearm","363","5087713","7.13","7.04449855903538"
"Both Sexes","All Races","Mississippi","Both","All Ages","2004","2004","Firearm","471","2889010","16.3","16.4093620957246"
"Both Sexes","All Races","Missouri","Both","All Ages","2004","2004","Firearm","664","5747741","11.55","11.4408330527289"
"Both Sexes","All Races","Montana","Both","All Ages","2004","2004","Firearm","125","930009","13.44","13.0480839053672"
"Both Sexes","All Races","Nebraska","Both","All Ages","2004","2004","Firearm","119","1749370","6.8","6.70928502360813"
"Both Sexes","All Races","Nevada","Both","All Ages","2004","2004","Firearm","392","2346222","16.71","16.7411060116439"
"Both Sexes","All Races","New Hampshire","Both","All Ages","2004","2004","Firearm","69","1290121","5.35","5.01920595590269"
"Both Sexes","All Races","New Jersey","Both","All Ages","2004","2004","Firearm","454","8634561","5.26","5.37493063713001"
"Both Sexes","All Races","New Mexico","Both","All Ages","2004","2004","Firearm","289","1903808","15.18","15.1484737540756"
"Both Sexes","All Races","New York","Both","All Ages","2004","2004","Firearm","951","19171567","4.96","4.8766846792535"
"Both Sexes","All Races","North Carolina","Both","All Ages","2004","2004","Firearm","1055","8553152","12.33","12.2145589267449"
"Both Sexes","All Races","North Dakota","Both","All Ages","2004","2004","Firearm","50","644705","7.76","7.49837889535123"
"Both Sexes","All Races","Ohio","Both","All Ages","2004","2004","Firearm","1036","11452251","9.05","8.97132504212009"
"Both Sexes","All Races","Oklahoma","Both","All Ages","2004","2004","Firearm","457","3525233","12.96","12.8612371968444"
"Both Sexes","All Races","Oregon","Both","All Ages","2004","2004","Firearm","385","3569463","10.79","10.3635577798668"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","2004","2004","Firearm","1270","12410722","10.23","10.2003387106155"
"Both Sexes","All Races","Rhode Island","Both","All Ages","2004","2004","Firearm","41","1074579","3.82","3.60731574688139"
"Both Sexes","All Races","South Carolina","Both","All Ages","2004","2004","Firearm","574","4210921","13.63","13.5017460238141"
"Both Sexes","All Races","South Dakota","Both","All Ages","2004","2004","Firearm","77","770396","9.99","9.96561582701158"
"Both Sexes","All Races","Tennessee","Both","All Ages","2004","2004","Firearm","869","5910809","14.7","14.5444651425968"
"Both Sexes","All Races","Texas","Both","All Ages","2004","2004","Firearm","2342","22394023","10.46","10.6648887584899"
"Both Sexes","All Races","Utah","Both","All Ages","2004","2004","Firearm","225","2401580","9.37","10.1328999558922"
"Both Sexes","All Races","Vermont","Both","All Ages","2004","2004","Firearm","61","619920","9.84","9.41319765142394"
"Both Sexes","All Races","Virginia","Both","All Ages","2004","2004","Firearm","817","7475575","10.93","10.8067311943196"
"Both Sexes","All Races","Washington","Both","All Ages","2004","2004","Firearm","569","6178645","9.21","9.16572658380294"
