"Sex","Race","State","Ethnicity","Age Group","First Year","Last Year","Cause of Death","Deaths","Population","Crude Rate","Age-Adjusted Rate"
"Both Sexes","All Races","Alabama","Both","All Ages","2008","2008","Firearm","820","4718206","17.38","17.3107066388989"
"Both Sexes","All Races","Alaska","Both","All Ages","2008","2008","Firearm","142","687455","20.66","20.9202786000451"
"Both Sexes","All Races","Arizona","Both","All Ages","2008","2008","Firearm","907","6280362","14.44","14.3633386724749"
"Both Sexes","All Races","Arkansas","Both","All Ages","2008","2008","Firearm","444","2874554","15.45","15.5997316982911"
"Both Sexes","All Races","California","Both","All Ages","2008","2008","Firearm","3171","36604337","8.66","8.49851820822531"
"Both Sexes","All Races","Colorado","Both","All Ages","2008","2008","Firearm","513","4889730","10.49","10.3854042442112"
"Both Sexes","All Races","Connecticut","Both","All Ages","2008","2008","Firearm","200","3545579","5.64","5.59939204301782"
"Both Sexes","All Races","Delaware","Both","All Ages","2008","2008","Firearm","95","883874","10.75","10.6517763146341"
"Both Sexes","All Races","District of Columbia","Both","All Ages","2008","2008","Firearm","137","580236","23.61","20.0144505556591"
"Both Sexes","All Races","Florida","Both","All Ages","2008","2008","Firearm","2334","18527305","12.6","12.1807551188517"
"Both Sexes","All Races","Georgia","Both","All Ages","2008","2008","Firearm","1177","9504843","12.38","12.4302459447878"
"Both Sexes","All Races","Hawaii","Both","All Ages","2008","2008","Firearm","41","1332213","3.08","3.04055571128208"
"Both Sexes","All Races","Idaho","Both","All Ages","2008","2008","Firearm","175","1534320","11.41","11.4044017593598"
"Both Sexes","All Races","Illinois","Both","All Ages","2008","2008","Firearm","1105","12747038","8.67","8.54847335154508"
"Both Sexes","All Races","Indiana","Both","All Ages","2008","2008","Firearm","723","6424806","11.25","11.2428948958377"
"Both Sexes","All Races","Iowa","Both","All Ages","2008","2008","Firearm","224","3016734","7.43","7.25031387846632"
"Both Sexes","All Races","Kansas","Both","All Ages","2008","2008","Firearm","277","2808076","9.86","9.69603158276614"
"Both Sexes","All Races","Kentucky","Both","All Ages","2008","2008","Firearm","576","4289878","13.43","13.2771389128772"
"Both Sexes","All Races","Louisiana","Both","All Ages","2008","2008","Firearm","822","4435586","18.53","18.3387484388329"
"Both Sexes","All Races","Maine","Both","All Ages","2008","2008","Firearm","122","1330509","9.17","8.41903536933105"
"Both Sexes","All Races","Maryland","Both","All Ages","2008","2008","Firearm","665","5684965","11.7","11.6123164654129"
"Both Sexes","All Races","Massachusetts","Both","All Ages","2008","2008","Firearm","224","6468967","3.46","3.34082262663733"
"Both Sexes","All Races","Michigan","Both","All Ages","2008","2008","Firearm","1081","9946889","10.87","10.9635567984498"
"Both Sexes","All Races","Minnesota","Both","All Ages","2008","2008","Firearm","371","5247018","7.07","6.97299568681523"
"Both Sexes","All Races","Mississippi","Both","All Ages","2008","2008","Firearm","568","2947806","19.27","19.249014035487"
"Both Sexes","All Races","Missouri","Both","All Ages","2008","2008","Firearm","818","5923916","13.81","13.7404462869087"
"Both Sexes","All Races","Montana","Both","All Ages","2008","2008","Firearm","155","976415","15.87","15.7346079468076"
"Both Sexes","All Races","Nebraska","Both","All Ages","2008","2008","Firearm","150","1796378","8.35","8.26748628691888"
"Both Sexes","All Races","Nevada","Both","All Ages","2008","2008","Firearm","404","2653630","15.22","15.148672268321"
"Both Sexes","All Races","New Hampshire","Both","All Ages","2008","2008","Firearm","93","1315906","7.07","6.86074941389355"
"Both Sexes","All Races","New Jersey","Both","All Ages","2008","2008","Firearm","429","8711090","4.92","4.94182404240808"
"Both Sexes","All Races","New Mexico","Both","All Ages","2008","2008","Firearm","294","2010662","14.62","14.6771639135874"
"Both Sexes","All Races","New York","Both","All Ages","2008","2008","Firearm","963","19212436","5.01","4.90199022051801"
"Both Sexes","All Races","North Carolina","Both","All Ages","2008","2008","Firearm","1160","9309449","12.46","12.3122209714339"
"Both Sexes","All Races","North Dakota","Both","All Ages","2008","2008","Firearm","59","657569","8.97","8.5104799467687"
"Both Sexes","All Races","Ohio","Both","All Ages","2008","2008","Firearm","1115","11515391","9.68","9.67401796092617"
"Both Sexes","All Races","Oklahoma","Both","All Ages","2008","2008","Firearm","513","3668976","13.98","13.9129063289794"
"Both Sexes","All Races","Oregon","Both","All Ages","2008","2008","Firearm","385","3768748","10.22","9.72611634561278"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","2008","2008","Firearm","1345","12612285","10.66","10.5323537949321"
"Both Sexes","All Races","Rhode Island","Both","All Ages","2008","2008","Firearm","44","1055003","4.17","3.93946855664234"
"Both Sexes","All Races","South Carolina","Both","All Ages","2008","2008","Firearm","615","4528996","13.58","13.1659860286725"
"Both Sexes","All Races","South Dakota","Both","All Ages","2008","2008","Firearm","83","799124","10.39","10.5035169381959"
"Both Sexes","All Races","Tennessee","Both","All Ages","2008","2008","Firearm","985","6247411","15.77","15.4630279005467"
"Both Sexes","All Races","Texas","Both","All Ages","2008","2008","Firearm","2598","24309039","10.69","10.8332024020437"
"Both Sexes","All Races","Utah","Both","All Ages","2008","2008","Firearm","238","2663029","8.94","9.68104688220512"
"Both Sexes","All Races","Vermont","Both","All Ages","2008","2008","Firearm","54","624151","8.65","8.18802927687859"
"Both Sexes","All Races","Virginia","Both","All Ages","2008","2008","Firearm","817","7833496","10.43","10.175154375465"
"Both Sexes","All Races","Washington","Both","All Ages","2008","2008","Firearm","587","6562231","8.95","8.69089448905871"
