"Sex","Race","State","Ethnicity","Age Group","First Year","Last Year","Cause of Death","Deaths","Population","Crude Rate","Age-Adjusted Rate"
"Both Sexes","All Races","Alabama","Both","All Ages","2005","2005","Firearm","736","4569805","16.11","15.9893430107253"
"Both Sexes","All Races","Alaska","Both","All Ages","2005","2005","Firearm","116","666946","17.39","17.4706016578591"
"Both Sexes","All Races","Arizona","Both","All Ages","2005","2005","Firearm","934","5839077","16","15.9990164399409"
"Both Sexes","All Races","Arkansas","Both","All Ages","2005","2005","Firearm","439","2781097","15.79","15.6190449277209"
"Both Sexes","All Races","California","Both","All Ages","2005","2005","Firearm","3453","35827943","9.64","9.51893476846682"
"Both Sexes","All Races","Colorado","Both","All Ages","2005","2005","Firearm","535","4631888","11.55","11.5279947149371"
"Both Sexes","All Races","Connecticut","Both","All Ages","2005","2005","Firearm","187","3506956","5.33","5.34090242239846"
"Both Sexes","All Races","Delaware","Both","All Ages","2005","2005","Firearm","75","845150","8.87","8.78482285740775"
"Both Sexes","All Races","District of Columbia","Both","All Ages","2005","2005","Firearm","154","567136","27.15","23.4698594431635"
"Both Sexes","All Races","Florida","Both","All Ages","2005","2005","Firearm","1838","17842038","10.3","9.94944481224938"
"Both Sexes","All Races","Georgia","Both","All Ages","2005","2005","Firearm","1064","8925922","11.92","12.0534584883092"
"Both Sexes","All Races","Hawaii","Both","All Ages","2005","2005","Firearm","28","1292729","2.17","2.13622168960763"
"Both Sexes","All Races","Idaho","Both","All Ages","2005","2005","Firearm","195","1428241","13.65","13.9441444344788"
"Both Sexes","All Races","Illinois","Both","All Ages","2005","2005","Firearm","1019","12609903","8.08","8.01392156638731"
"Both Sexes","All Races","Indiana","Both","All Ages","2005","2005","Firearm","705","6278616","11.23","11.1084748720927"
"Both Sexes","All Races","Iowa","Both","All Ages","2005","2005","Firearm","201","2964454","6.78","6.70717083008126"
"Both Sexes","All Races","Kansas","Both","All Ages","2005","2005","Firearm","257","2745299","9.36","9.25172278418565"
"Both Sexes","All Races","Kentucky","Both","All Ages","2005","2005","Firearm","548","4182742","13.1","12.943253243049"
"Both Sexes","All Races","Louisiana","Both","All Ages","2005","2005","Firearm","858","4576628","18.75","18.3473478800667"
"Both Sexes","All Races","Maine","Both","All Ages","2005","2005","Firearm","109","1318787","8.27","7.70501985064654"
"Both Sexes","All Races","Maryland","Both","All Ages","2005","2005","Firearm","657","5592379","11.75","11.8593548449204"
"Both Sexes","All Races","Massachusetts","Both","All Ages","2005","2005","Firearm","224","6403290","3.5","3.41811889748667"
"Both Sexes","All Races","Michigan","Both","All Ages","2005","2005","Firearm","1074","10051137","10.69","10.775496751503"
"Both Sexes","All Races","Minnesota","Both","All Ages","2005","2005","Firearm","361","5119598","7.05","6.93916828255494"
"Both Sexes","All Races","Mississippi","Both","All Ages","2005","2005","Firearm","455","2905943","15.66","15.9773504930181"
"Both Sexes","All Races","Missouri","Both","All Ages","2005","2005","Firearm","752","5790300","12.99","12.8992813416799"
"Both Sexes","All Races","Montana","Both","All Ages","2005","2005","Firearm","161","940102","17.13","16.8488357024818"
"Both Sexes","All Races","Nebraska","Both","All Ages","2005","2005","Firearm","135","1761497","7.66","7.66946990462424"
"Both Sexes","All Races","Nevada","Both","All Ages","2005","2005","Firearm","390","2432143","16.04","16.0877413374462"
"Both Sexes","All Races","New Hampshire","Both","All Ages","2005","2005","Firearm","88","1298492","6.78","6.61765378448559"
"Both Sexes","All Races","New Jersey","Both","All Ages","2005","2005","Firearm","434","8651974","5.02","5.14895297626066"
"Both Sexes","All Races","New Mexico","Both","All Ages","2005","2005","Firearm","267","1932274","13.82","13.8947904763359"
"Both Sexes","All Races","New York","Both","All Ages","2005","2005","Firearm","1019","19132610","5.33","5.21241245785719"
"Both Sexes","All Races","North Carolina","Both","All Ages","2005","2005","Firearm","1119","8705407","12.85","12.7429428243302"
"Both Sexes","All Races","North Dakota","Both","All Ages","2005","2005","Firearm","61","646089","9.44","8.90282930577192"
"Both Sexes","All Races","Ohio","Both","All Ages","2005","2005","Firearm","1116","11463320","9.74","9.63274285598078"
"Both Sexes","All Races","Oklahoma","Both","All Ages","2005","2005","Firearm","468","3548597","13.19","13.1549809218949"
"Both Sexes","All Races","Oregon","Both","All Ages","2005","2005","Firearm","402","3613202","11.13","10.6840019064435"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","2005","2005","Firearm","1352","12449990","10.86","10.7589314889372"
"Both Sexes","All Races","Rhode Island","Both","All Ages","2005","2005","Firearm","39","1067916","3.65","3.59663080623898"
"Both Sexes","All Races","South Carolina","Both","All Ages","2005","2005","Firearm","589","4270150","13.79","13.7475120064736"
"Both Sexes","All Races","South Dakota","Both","All Ages","2005","2005","Firearm","82","775493","10.57","10.2033511892727"
"Both Sexes","All Races","Tennessee","Both","All Ages","2005","2005","Firearm","976","5991057","16.29","16.0267563155672"
"Both Sexes","All Races","Texas","Both","All Ages","2005","2005","Firearm","2490","22778123","10.93","11.0931209488568"
"Both Sexes","All Races","Utah","Both","All Ages","2005","2005","Firearm","227","2457719","9.24","9.90874645421596"
"Both Sexes","All Races","Vermont","Both","All Ages","2005","2005","Firearm","44","621215","7.08","6.7889769468622"
"Both Sexes","All Races","Virginia","Both","All Ages","2005","2005","Firearm","888","7577105","11.72","11.4776087517456"
"Both Sexes","All Races","Washington","Both","All Ages","2005","2005","Firearm","567","6257305","9.06","8.79987279434147"
"Both Sexes","All Races","West Virginia","Both","All Ages","2005","2005","Firearm","261","1820492","14.34","13.7217620253597"
"Both Sexes","All Races","Wisconsin","Both","All Ages","2005","2005","Firearm","474","5546166","8.55","8.48422588844113"
"Both Sexes","All Races","Wyoming","Both","All Ages","2005","2005","Firearm","71","514157","13.81","13.3869898223812"
"Both Sexes","All Races","","Both","All Ages","2005","2005","Firearm","30694","295516599","10.39","."
